DocId*,DistributorSynchid*,PostingDate*,Narration,Amount,crAmount,DrAmount,CompanyCode,Entry No_
SG-ST-18-01569,C0001900,30/04/2018,Invoice SG-ST-18-01546,139473.7,0,139473.7,,2075278
SG-ST-18-01570,C0016680,30/04/2018,Invoice SG-ST-18-01548,64742.45,0,64742.45,,2075284
SG-ST-18-01571,C0009260,30/04/2018,Invoice SG-ST-18-01549,25910.42,0,25910.42,,2075289
SG-ST-18-01572,C0008880,30/04/2018,Invoice SG-ST-18-01550,73509.04,0,73509.04,,2075294
SG-ST-18-01573,C0015900,30/04/2018,Invoice SG-ST-18-01551,26779.21,0,26779.21,,2075299
SG-ST-18-01574,C0009650,30/04/2018,Invoice SG-ST-18-01553,195664.24,0,195664.24,,2075306
SG-ST-18-01575,C0001860,30/04/2018,Invoice SG-ST-18-01555,125076.36,0,125076.36,,2075311
SG-ST-18-01576,C0001550,30/04/2018,Invoice SG-ST-18-01622,759537.46,0,759537.46,,2075318
SG-ST-18-01577,C0001110,30/04/2018,Invoice SG-ST-18-01556,459983.14,0,459983.14,,2075333
SG-ST-18-01578,C0014330,30/04/2018,Invoice SG-ST-18-01558,271233.61,0,271233.61,,2075340
SG-ST-18-01579,C0012870,30/04/2018,Invoice SG-ST-18-01559,70500.24,0,70500.24,,2075346
SG-ST-18-01580,C0001270,30/04/2018,Invoice SG-ST-18-01561,23809.92,0,23809.92,,2075356
SG-ST-18-01581,C0014020,30/04/2018,Invoice SG-ST-18-01562,356370.74,0,356370.74,,2075363
SG-ST-18-01583,C0013140,30/04/2018,Invoice SG-ST-18-01563,394403.87,0,394403.87,,2075371
SG-ST-18-01584,C0001470,30/04/2018,Invoice SG-ST-18-01564,173725.97,0,173725.97,,2075387
SG-ST-18-01585,C0002540,30/04/2018,Invoice SG-ST-18-01566,129964.31,0,129964.31,,2075397
SG-ST-18-01586,C0000780,30/04/2018,Invoice SG-ST-18-01568,160233.34,0,160233.34,,2075407
SG-ST-18-01587,C0001120,30/04/2018,Invoice SG-ST-18-01645,117732.6,0,117732.6,,2075413
SG-ST-18-01588,C0002850,30/04/2018,Invoice SG-ST-18-01659,315665,0,315665,,2075428
SG-ST-18-01589,C0008330,30/04/2018,Invoice SG-ST-18-01662,268222.92,0,268222.92,,2075443
SG-ST-18-01590,C0013940,30/04/2018,Invoice SG-ST-18-01671,1368829.08,0,1368829.08,,2075449
SG-ST-18-01591,C0002300,30/04/2018,Invoice SG-ST-18-01508,251385.61,0,251385.61,,2075460
WG-ST-18-0114,C0002610,30/04/2018,Invoice WG-ST-18-0114,481187.5,0,481187.5,,2075465
WG-ST-18-0115,C0015030,30/04/2018,Invoice WG-ST-18-0115,647535.02,0,647535.02,,2075470
WG-ST-18-0116,C0002510,30/04/2018,Invoice WG-ST-18-0116,147656.26,0,147656.26,,2075474
WG-ST-18-0117,C0016670,30/04/2018,Invoice WG-ST-18-0117,98437.5,0,98437.5,,2075478
WG-ST-18-0118,C0009870,30/04/2018,Invoice WG-ST-18-0118,98437.5,0,98437.5,,2075482
CRN/17-18/01356,C0005020,31/03/2018,M/O MAR-18,-122218,122218,0,,2075489
WG-ST-18-0119,C0000600,30/04/2018,Invoice WG-ST-18-0119,49218.76,0,49218.76,,2075493
WG-ST-18-0120,C0008220,30/04/2018,Invoice WG-ST-18-0120,98437.5,0,98437.5,,2075497
SG-ST-18-01592,C0011610,30/04/2018,Invoice SG-ST-18-01652,350522.69,0,350522.69,,2075507
SG-ST-18-01593,C0002640,30/04/2018,Invoice SG-ST-18-01578,573732.95,0,573732.95,,2075513
SG-SE-18-00436,C0001840,30/04/2018,Invoice SG-SE-18-00437,4200,0,4200,,2075516
SG-ST-18-01594,C0017580,30/04/2018,Invoice SG-ST-18-01579,105701.14,0,105701.14,,2075522
SG-SE-18-00437,C0015590,30/04/2018,Invoice SG-SE-18-00438,9200.5,0,9200.5,,2075525
SG-SE-18-00438,C0002230,30/04/2018,Invoice SG-SE-18-00439,9280.5,0,9280.5,,2075531
SG-ST-18-01595,C0016270,30/04/2018,Invoice SG-ST-18-01582,65816.3,0,65816.3,,2075536
SG-SE-18-00439,C0016890,30/04/2018,Invoice SG-SE-18-00440,7430.4,0,7430.4,,2075539
SG-ST-18-01596,C0001210,30/04/2018,Invoice SG-ST-18-01583,250040.2,0,250040.2,,2075544
SG-ST-18-01597,C0008020,30/04/2018,Invoice SG-ST-18-01584,205920.63,0,205920.63,,2075549
NG-SE-18-00068,C0014610,30/04/2018,Invoice SG-SE-18-00443,8466,0,8466,,2075551
SG-ST-18-01598,C0002900,30/04/2018,Invoice SG-ST-18-01585,229686.99,0,229686.99,,2075558
SG-SE-18-00440,C0001220,30/04/2018,Invoice SG-SE-18-00444,9266.5,0,9266.5,,2075561
SG-ST-18-01599,C0015370,30/04/2018,Invoice SG-ST-18-01586,12513.6,0,12513.6,,2075566
SG-ST-18-01600,C0014190,30/04/2018,Invoice SG-ST-18-01587,106839,0,106839,,2075573
SG-ST-18-01601,C0000410,30/04/2018,Invoice SG-ST-18-01588,82934.48,0,82934.48,,2075579
SG-ST-18-01602,C0008050,30/04/2018,Invoice SG-ST-18-01590,24935.2,0,24935.2,,2075622
SG-ST-18-01603,C0017150,30/04/2018,Invoice SG-ST-18-01591,68100.07,0,68100.07,,2075628
SG-ST-18-01604,C0011810,30/04/2018,Invoice SG-ST-18-01592,214687.12,0,214687.12,,2075635
SG-ST-18-01605,C0012070,30/04/2018,Invoice SG-ST-18-01593,75773.05,0,75773.05,,2075641
SG-ST-18-01606,C0009840,30/04/2018,Invoice SG-ST-18-01594,121501.06,0,121501.06,,2075649
SG-ST-18-01607,C0013660,30/04/2018,Invoice SG-ST-18-01595,56049.06,0,56049.06,,2075659
SG-ST-18-01608,C0011790,30/04/2018,Invoice SG-ST-18-01596,452602.7,0,452602.7,,2075666
SG-ST-18-01609,C0002270,30/04/2018,Invoice SG-ST-18-01597,366503,0,366503,,2075673
SG-ST-18-01610,C0014580,30/04/2018,Invoice SG-ST-18-01598,192924.7,0,192924.7,,2075680
SG-ST-18-01611,C0001610,30/04/2018,Invoice SG-ST-18-01602,171024.93,0,171024.93,,2075685
SG-ST-18-01612,C0012120,30/04/2018,Invoice SG-ST-18-01603,21531.32,0,21531.32,,2075690
SG-ST-18-01613,C0014930,30/04/2018,Invoice SG-ST-18-01604,40125.2,0,40125.2,,2075695
SG-ST-18-01614,C0017190,30/04/2018,Invoice SG-ST-18-01605,149553.75,0,149553.75,,2075705
SG-ST-18-01615,C0014010,30/04/2018,Invoice SG-ST-18-01606,132290.15,0,132290.15,,2075723
SG-ST-18-01616,C0013770,30/04/2018,Invoice SG-ST-18-01607,396603.45,0,396603.45,,2075731
SG-ST-18-01617,C0011750,30/04/2018,Invoice SG-ST-18-01610,332498.15,0,332498.15,,2075741
SG-ST-18-01618,C0017800,30/04/2018,Invoice SG-ST-18-01611,326786.65,0,326786.65,,2075747
SG-ST-18-01619,C0016280,30/04/2018,Invoice SG-ST-18-01576,59750.3,0,59750.3,,2075757
SG-SE-18-00441,C0000220,30/04/2018,Invoice SG-SE-18-00436,13540.5,0,13540.5,,2075772
SG-SE-18-00442,C0001490,30/04/2018,Invoice SG-SE-18-00433,16595.9,0,16595.9,,2075775
CRN/17-18/01357,C0003880,31/03/2018,M/O MAR-18,-478689,478689,0,,2075790
SG-ST-18-01620,C0001840,30/04/2018,Invoice SG-ST-18-01628,1469590.24,0,1469590.24,,2075805
SG-ST-18-01621,C0002500,30/04/2018,Invoice SG-ST-18-01634,181627.24,0,181627.24,,2075810
SG-ST-18-01622,C0000830,30/04/2018,Invoice SG-ST-18-01618,820213.96,0,820213.96,,2075817
SG-ST-18-01623,C0002800,30/04/2018,Invoice SG-ST-18-01635,290774.05,0,290774.05,,2075822
NG-ST-18-00912,C0001140,30/04/2018,Invoice NG-ST-18-00912,6906.09,0,6906.09,,2075857
CRN/17-18/01358,C0015020,31/03/2018,M/O FEB-18 & MAR-18,-567321,567321,0,,2075881
SG-ST-18-01625,C0008890,30/04/2018,Invoice SG-ST-18-01647,181107.23,0,181107.23,,2075903
SG-ST-18-01626,C0015020,30/04/2018,Invoice SG-ST-18-01681,1749032.47,0,1749032.47,,2075907
SG-ST-18-01627,C0001220,30/04/2018,Invoice SG-ST-18-01665,824129.16,0,824129.16,,2075918
SG-SCM-18-0005,C0014610,30/04/2018,Credit Memo SCM/18-19/0004,-8466,8466,0,,2075960
SG-SE-18-00443,C0014610,30/04/2018,Invoice SG-SE-18-00445,8466,0,8466,,2075974
JV/MAR18/0295,C0017500,31/03/2018,SHREE ENTERPRISES,857.85,0,857.85,,2075975
JV/MAR18/0295,C0017500,31/03/2018,SHREE ENTERPRISES,-47032.27,47032.27,0,,2075976
JV/MAR18/0295,C0017500,31/03/2018,SHREE ENTERPRISES,6145.32,0,6145.32,,2075977
JV/MAR18/0295,C0017500,31/03/2018,SHREE ENTERPRISES,-263.04,263.04,0,,2075978
JV/MAR18/0295,C0017500,31/03/2018,SHREE ENTERPRISES,-12956.26,12956.26,0,,2075979
JV/MAR18/0295,C0017500,31/03/2018,SHREE ENTERPRISES,349.43,0,349.43,,2075980
JV/MAR18/0295,C0017500,31/03/2018,SHREE ENTERPRISES,-735.94,735.94,0,,2075981
JV/MAR18/0295,C0017500,31/03/2018,SHREE ENTERPRISES,-14905.76,14905.76,0,,2075982
JV/MAR18/0295,C0017500,31/03/2018,SHREE ENTERPRISES,-525,525,0,,2075983
JV/MAR18/0295,C0017500,31/03/2018,SHREE ENTERPRISES,-5282.25,5282.25,0,,2075984
JV/MAR18/0295,C0017500,31/03/2018,SHREE ENTERPRISES,-2554.2,2554.2,0,,2075985
JV/MAR18/0295,C0017500,31/03/2018,SHREE ENTERPRISES,-16404.25,16404.25,0,,2075986
JV/MAR18/0295,C0017500,31/03/2018,SHREE ENTERPRISES,4527.95,0,4527.95,,2075987
JV/MAR18/0295,C0017500,31/03/2018,SHREE ENTERPRISES,-39977.7,39977.7,0,,2075988
JV/MAR18/0295,C0014600,31/03/2018,SWATI MEDICARE (P) LIMITED,128756.12,0,128756.12,,2075989
SG-ST-18-01628,C0008920,30/04/2018,Invoice SG-ST-18-01601,674948.9,0,674948.9,,2075995
SG-ST-18-01629,C0011240,30/04/2018,Invoice SG-ST-18-01541,546593.56,0,546593.56,,2076040
SG-ST-18-01630,C0015050,30/04/2018,Invoice SG-ST-18-01682,1370929.3,0,1370929.3,,2076046
SG-ST-18-01631,C0007730,30/04/2018,Invoice SG-ST-18-01679,1100408.21,0,1100408.21,,2076051
SG-ST-18-01632,C0000080,01/05/2018,Invoice SG-ST-18-01619,19268.21,0,19268.21,,2076077
SG-ST-18-01633,C0014610,01/05/2018,Invoice SG-ST-18-01661,160582.5,0,160582.5,,2076089
SG-ST-18-01634,C0015540,01/05/2018,Invoice SG-ST-18-01668,20617.9,0,20617.9,,2076098
SG-ST-18-01635,C0001140,01/05/2018,Invoice SG-ST-18-01644,5656,0,5656,,2076102
BRV-APR18-1257,G0000700,27/04/2018,FUTURE RETAIL LTD.,-18738,18738,0,,2076178
BRV-APR18-1257,G0000670,27/04/2018,FUTURE RETAIL LTD.,-6534,6534,0,,2076179
BRV-APR18-1257,G0000650,27/04/2018,FUTURE RETAIL LTD.,-9796,9796,0,,2076180
JV/MAR18/0295,C0014600,31/03/2018,SWATI MEDICARE (P) LIMITED,-128756.12,0,-128756.12,,2076210
JV/MAR18/0295,C0017500,31/03/2018,SHREE ENTERPRISES,39977.7,-39977.7,0,,2076211
JV/MAR18/0295,C0017500,31/03/2018,SHREE ENTERPRISES,-4527.95,0,-4527.95,,2076212
JV/MAR18/0295,C0017500,31/03/2018,SHREE ENTERPRISES,16404.25,-16404.25,0,,2076213
JV/MAR18/0295,C0017500,31/03/2018,SHREE ENTERPRISES,2554.2,-2554.2,0,,2076214
JV/MAR18/0295,C0017500,31/03/2018,SHREE ENTERPRISES,5282.25,-5282.25,0,,2076215
JV/MAR18/0295,C0017500,31/03/2018,SHREE ENTERPRISES,525,-525,0,,2076216
JV/MAR18/0295,C0017500,31/03/2018,SHREE ENTERPRISES,14905.76,-14905.76,0,,2076217
JV/MAR18/0295,C0017500,31/03/2018,SHREE ENTERPRISES,735.94,-735.94,0,,2076218
JV/MAR18/0295,C0017500,31/03/2018,SHREE ENTERPRISES,-349.43,0,-349.43,,2076219
JV/MAR18/0295,C0017500,31/03/2018,SHREE ENTERPRISES,12956.26,-12956.26,0,,2076220
JV/MAR18/0295,C0017500,31/03/2018,SHREE ENTERPRISES,263.04,-263.04,0,,2076221
JV/MAR18/0295,C0017500,31/03/2018,SHREE ENTERPRISES,-6145.32,0,-6145.32,,2076222
JV/MAR18/0295,C0017500,31/03/2018,SHREE ENTERPRISES,47032.27,-47032.27,0,,2076223
JV/MAR18/0295,C0017500,31/03/2018,SHREE ENTERPRISES,-857.85,0,-857.85,,2076224
SG-ST-18-01636,C0009160,01/05/2018,Invoice SG-ST-18-01642,256708.13,0,256708.13,,2076250
SG-ST-18-01637,C0009110,01/05/2018,Invoice SG-ST-18-01617,100299.57,0,100299.57,,2076261
SG-ST-18-01638,C0016520,01/05/2018,Invoice SG-ST-18-01620,142380.36,0,142380.36,,2076267
SG-ST-18-01639,C0012410,01/05/2018,Invoice SG-ST-18-01624,75992.36,0,75992.36,,2076272
SG-ST-18-01640,C0017450,01/05/2018,Invoice SG-ST-18-01626,72046.45,0,72046.45,,2076278
SG-ST-18-01641,C0017260,01/05/2018,Invoice SG-ST-18-01627,35680.28,0,35680.28,,2076284
SG-ST-18-01642,C0015590,01/05/2018,Invoice SG-ST-18-01637,197411.25,0,197411.25,,2076291
SG-ST-18-01643,C0002230,01/05/2018,Invoice SG-ST-18-01638,245370.65,0,245370.65,,2076297
SG-ST-18-01644,C0015490,01/05/2018,Invoice SG-ST-18-01639,65170.65,0,65170.65,,2076302
SG-ST-18-01645,C0008930,01/05/2018,Invoice SG-ST-18-01641,292155.92,0,292155.92,,2076311
SG-ST-18-01646,C0017360,01/05/2018,Invoice SG-ST-18-01663,48522.64,0,48522.64,,2076317
SG-ST-18-01647,C0011200,01/05/2018,Invoice SG-ST-18-01666,154779.44,0,154779.44,,2076323
SG-ST-18-01648,C0011210,01/05/2018,Invoice SG-ST-18-01667,35532.29,0,35532.29,,2076328
SG-ST-18-01649,C0013850,01/05/2018,Invoice SG-ST-18-01669,129982.21,0,129982.21,,2076333
SG-ST-18-01650,C0016360,01/05/2018,Invoice SG-ST-18-01657,86252.25,0,86252.25,,2076348
SG-ST-18-01651,C0016290,01/05/2018,Invoice SG-ST-18-01630,73405.23,0,73405.23,,2076359
SG-ST-18-01652,C0009660,01/05/2018,Invoice SG-ST-18-01631,55864.49,0,55864.49,,2076366
SG-ST-18-01653,C0009200,01/05/2018,Invoice SG-ST-18-01643,312925.07,0,312925.07,,2076377
SG-ST-18-01654,C0016430,01/05/2018,Invoice SG-ST-18-01646,66576.02,0,66576.02,,2076382
SG-ST-18-01655,C0001440,01/05/2018,Invoice SG-ST-18-01655,90753.11,0,90753.11,,2076392
SG-ST-18-01656,C0001130,01/05/2018,Invoice SG-ST-18-01656,562786.84,0,562786.84,,2076400
BRV-APR18-1259,C0017360,27/04/2018,GUPTA TRADERS ,-120000,120000,0,,2076422
BRV-APR18-1260,C0017850,27/04/2018,GUPTA TRADERS,-400000,400000,0,,2076424
BRV-APR18-1261,G0000320,27/04/2018,PURWAR AGENCIES,-518058,518058,0,,2076426
BRV-APR18-1262,G0000190,27/04/2018,JINDAL AGENCIES,-495000,495000,0,,2076428
BRV-APR18-1263,C0013990,27/04/2018,BANSAL TRADERS,-500000,500000,0,,2076430
BRV-APR18-1264,C0014520,27/04/2018,DEEPAK TRADERS,-800000,800000,0,,2076432
BRV-APR18-1265,C0010980,27/04/2018,RAHUL KIRANA STORE,-1200000,1200000,0,,2076434
WG-ST-18-0121,C0000290,01/05/2018,Invoice WG-ST-18-0121,147656.26,0,147656.26,,2076457
WG-ST-18-0122,C0016670,01/05/2018,Invoice WG-ST-18-0122,98437.5,0,98437.5,,2076463
WG-ST-18-0123,C0016920,01/05/2018,Invoice WG-ST-18-0123,98437.5,0,98437.5,,2076467
WG-ST-18-0124,C0015410,01/05/2018,Invoice WG-ST-18-0124,147656.26,0,147656.26,,2076471
WG-ST-18-0125,C0002610,01/05/2018,Invoice WG-ST-18-0125,481187.5,0,481187.5,,2076476
SG-ST-18-01657,C0001140,01/05/2018,Invoice SG-ST-18-01760,82425,0,82425,,2076480
BRV-APR18-1044,G0000780,25/04/2018,SEMWAL TRADERS,370731,-370731,0,,2076523
SG-ST-18-01658,C0001490,01/05/2018,Invoice SG-ST-18-01670,1141660.65,0,1141660.65,,2076534
SG-ST-18-01659,C0002280,01/05/2018,Invoice SG-ST-18-01653,110301.06,0,110301.06,,2076547
SG-ST-18-01660,C0000310,01/05/2018,Invoice SG-ST-18-01650,327246.11,0,327246.11,,2076615
SG-ST-18-01661,C0016890,01/05/2018,Invoice SG-ST-18-01649,305872.3,0,305872.3,,2076621
SG-ST-18-01662,C0014210,01/05/2018,Invoice SG-ST-18-01651,36901.54,0,36901.54,,2076653
CRN/17-18/01359,C0009160,31/03/2018, FIXED SCHEMEC.F.K,-277200,277200,0,,2076655
BRV-APR18-1267,G0000780,27/04/2018,SEMWAL TRADERS,-370721,370721,0,,2076664
CRN/17-18/01360,C0015780,31/03/2018, FIXED SCHEMEC.F.K,-171800,171800,0,,2076670
CRN/17-18/01361,C0015050,31/03/2018,M/O MAR-18,-160239,160239,0,,2076690
CRN/17-18/01363,C0016120,31/03/2018,M/O MARCH-18,-5275,5275,0,,2076721
CRN/17-18/01364,C0014940,31/03/2018, FIXED SCHEME  C.F.K,-10000,10000,0,,2076759
CRN/17-18/01365,C0016120,31/03/2018,M/O MAR-18,-12000,12000,0,,2076765
CRN/17-18/01367,C0009250,31/03/2018,M/O FEB-18,-9550,9550,0,,2076853
CRN/17-18/01368,C0006500,31/03/2018,MAA DURGA STORES DHARAMNAGAR,-4100,4100,0,,2076855
SG-SE-18-00444,G0000790,01/05/2018,Invoice SG-SE-18-00454,1862.1,0,1862.1,,2076869
SG-SE-18-00445,G0000050,01/05/2018,Invoice SG-SE-18-00456,5797.8,0,5797.8,,2076872
SG-ST-18-01663,G0000330,01/05/2018,Invoice SG-ST-18-01683,15486.8,0,15486.8,,2076875
SG-ST-18-01664,G0000460,01/05/2018,Invoice SG-ST-18-01684,83220.98,0,83220.98,,2076878
CRN/17-18/01372,C0003880,31/03/2018,"K G N TRADERS BUXAR "" FIXED SCHEME "" C.F.K",-45000,45000,0,,2076892
CRN/17-18/01373,C0015050,31/03/2018,RATE DIFF. IN GOLDIEE PRODUCT UNDER INV NO. 13560,-27803,27803,0,,2076909
CRN/17-18/01374,C0016800,31/03/2018,RATE DIFF. IN GOLDIEE PRODUCT UNDER INV 13560.,-6025,6025,0,,2076913
SG-ST-18-01665,G0000640,01/05/2018,Invoice SG-ST-18-01685,2271.12,0,2271.12,,2077060
SG-ST-18-01666,G0000640,01/05/2018,Invoice SG-ST-18-01763,118580.3,0,118580.3,,2077069
SG-ST-18-01667,G0000750,01/05/2018,Invoice SG-ST-18-01686,211817.7,0,211817.7,,2077072
SG-ST-18-01668,G0000790,01/05/2018,Invoice SG-ST-18-01688,248921.32,0,248921.32,,2077076
SG-ST-18-01669,G0000270,01/05/2018,Invoice SG-ST-18-01690,23129.4,0,23129.4,,2077079
SG-ST-18-01670,G0000740,01/05/2018,Invoice SG-ST-18-01691,94959.96,0,94959.96,,2077082
CRN/17-18/01375,C0013940,31/03/2018,M/O FEB-18 & MAR-18,-323572,323572,0,,2077091
SG-ST-18-01671,G0000090,01/05/2018,Invoice SG-ST-18-01692,21039.48,0,21039.48,,2077094
SG-ST-18-01672,G0000780,01/05/2018,Invoice SG-ST-18-01693,28052.64,0,28052.64,,2077097
CRN/17-18/01376,C0005020,31/03/2018,GAYATRI ENTERPRISES BANDIKUI (DAMAGE & EXPAIRY),-5556,5556,0,,2077104
SG-ST-18-01673,G0000810,01/05/2018,Invoice SG-ST-18-01695,94063.39,0,94063.39,,2077109
SG-ST-18-01675,G0000810,01/05/2018,Invoice SG-ST-18-01696,21787.5,0,21787.5,,2077112
SG-ST-18-01674,C0001370,01/05/2018,Invoice SG-ST-18-01762,1200736.51,0,1200736.51,,2077117
SG-ST-18-01676,G0000110,01/05/2018,Invoice SG-ST-18-01697,144062.1,0,144062.1,,2077126
SG-ST-18-01677,C0001370,01/05/2018,Invoice SG-ST-18-01636,114369.7,0,114369.7,,2077133
SG-ST-18-01678,G0000180,01/05/2018,Invoice SG-ST-18-01698,180174.32,0,180174.32,,2077137
SG-ST-18-01679,G0000010,01/05/2018,Invoice SG-ST-18-01700,94292.47,0,94292.47,,2077143
SG-ST-18-01680,G0000520,01/05/2018,Invoice SG-ST-18-01702,15878.94,0,15878.94,,2077146
SG-SE-18-00446,C0014600,01/05/2018,Invoice SG-SE-18-00435,3835.2,0,3835.2,,2077148
SG-ST-18-01681,G0000560,01/05/2018,Invoice SG-ST-18-01704,311638.25,0,311638.25,,2077154
SG-ST-18-01682,G0000190,01/05/2018,Invoice SG-ST-18-01705,187032.51,0,187032.51,,2077162
SG-ST-18-01683,G0000210,01/05/2018,Invoice SG-ST-18-01706,121009.35,0,121009.35,,2077166
CRN/17-18/01378,C0013090,31/03/2018,Ist POINT FREIGHT CHARGES PAID M/O FEB & MAR-18,-29930,29930,0,,2077168
SG-ST-18-01684,G0000050,01/05/2018,Invoice SG-ST-18-01707,151947.39,0,151947.39,,2077173
SG-ST-18-01685,G0000350,01/05/2018,Invoice SG-ST-18-01709,20393.33,0,20393.33,,2077203
SG-ST-18-01686,G0000310,01/05/2018,Invoice SG-ST-18-01710,255691.05,0,255691.05,,2077207
SG-ST-18-01687,G0000540,01/05/2018,Invoice SG-ST-18-01711,35721.84,0,35721.84,,2077210
SG-ST-18-01688,C0014600,01/05/2018,Invoice SG-ST-18-01676,349490.66,0,349490.66,,2077223
SG-ST-18-01689,C0014600,01/05/2018,Invoice SG-ST-18-01764,1603393,0,1603393,,2077234
SG-SE-18-00447,C0013200,01/05/2018,Invoice SG-SE-18-00453,12690,0,12690,,2077236
SG-ST-18-01691,C0013200,01/05/2018,Invoice SG-ST-18-01744,236277.54,0,236277.54,,2077250
SG-ST-18-01690,G0000760,01/05/2018,Invoice SG-ST-18-01708,66444.51,0,66444.51,,2077261
SG-ST-18-01692,C0000720,01/05/2018,Invoice SG-ST-18-01718,748478.22,0,748478.22,,2077266
SG-ST-18-01693,C0013200,01/05/2018,Invoice SG-ST-18-01761,801541.96,0,801541.96,,2077270
SG-SE-18-00448,C0002400,01/05/2018,Invoice SG-SE-18-00449,2163,0,2163,,2077274
SG-ST-18-01695,C0002400,01/05/2018,Invoice SG-ST-18-01769,146890.53,0,146890.53,,2077353
SG-ST-18-01696,C0016800,01/05/2018,Invoice SG-ST-18-01674,137066.65,0,137066.65,,2077362
SG-ST-18-01697,C0016800,01/05/2018,Invoice SG-ST-18-01768,1096059.16,0,1096059.16,,2077369
SG-ST-18-01694,C0002400,01/05/2018,Invoice SG-ST-18-01767,658033.3,0,658033.3,,2077374
SG-ST-18-01698,C0016120,01/05/2018,Invoice SG-ST-18-01673,984144.43,0,984144.43,,2077378
SG-ST-18-01699,C0000670,01/05/2018,Invoice SG-ST-18-01771,171421.72,0,171421.72,,2077385
SG-ST-18-01700,C0000670,01/05/2018,Invoice SG-ST-18-01726,765467.82,0,765467.82,,2077389
SG-ST-18-01703,C0002060,01/05/2018,Invoice SG-ST-18-01487,197135.61,0,197135.61,,2077404
SG-ST-18-01704,C0002060,01/05/2018,Invoice SG-ST-18-01664,564718.11,0,564718.11,,2077409
WG-ST-18-0126,C0011750,01/05/2018,Invoice WG-ST-18-0126,190255,0,190255,,2077414
WG-ST-18-0127,C0014840,01/05/2018,Invoice WG-ST-18-0127,196875,0,196875,,2077418
WG-ST-18-0128,C0009540,01/05/2018,Invoice WG-ST-18-0128,97463.5,0,97463.5,,2077423
WG-ST-18-0129,C0001190,02/05/2018,Invoice WG-ST-18-0129,477687.5,0,477687.5,,2077518
WG-ST-18-0130,C0002610,02/05/2018,Invoice WG-ST-18-0130,1945282.63,0,1945282.63,,2077531
JV/MAR18/0304,C0014600,31/03/2018,SWATI MEDICARE (P) LIMITED,128756.12,0,128756.12,,2077590
JV/MAR18/0304,C0017500,31/03/2018,A.S.ENTERPRISES (BADIGARH),857.85,0,857.85,,2077591
JV/MAR18/0304,C0017500,31/03/2018,GARG ENTERPRISES (NANAUTA),6145.32,0,6145.32,,2077592
JV/MAR18/0304,C0017500,31/03/2018,JAI SHANKER TRADING CO. (KIRATPUR),349.43,0,349.43,,2077593
JV/MAR18/0304,C0017500,31/03/2018,VINOD KUMAR ASHOK KUMAR (DHAMPUR),4527.95,0,4527.95,,2077594
JV/MAR18/0304,C0017500,31/03/2018,ATRAV TRADERS (SHAMLI),-47032.27,47032.27,0,,2077595
JV/MAR18/0304,C0017500,31/03/2018,VIPIN KANT AGARWAL (BIJNAUR).,-39977.7,39977.7,0,,2077596
JV/MAR18/0304,C0017500,31/03/2018,V.K.AGENCIES (HALDAOUR),-16404.25,16404.25,0,,2077597
JV/MAR18/0304,C0017500,31/03/2018,NUTAN ENTERPRISES (SAHARANPUR),-14905.76,14905.76,0,,2077598
JV/MAR18/0304,C0017500,31/03/2018,ISLAMUDDIN & SONS (SHERKOT),-12956.26,12956.26,0,,2077599
JV/MAR18/0304,C0017500,31/03/2018,SHRI BALJI TRADERS (KANDHLA),-5282.25,5282.25,0,,2077600
JV/MAR18/0304,C0017500,31/03/2018,SUDHEER GENERAL STORE (THANA BHAWAN),-2554.2,2554.2,0,,2077601
JV/MAR18/0304,C0017500,31/03/2018,NITYA ENTERPRISES (NAGEENA),-735.94,735.94,0,,2077602
JV/MAR18/0304,C0017500,31/03/2018,POOJA TRADERS (AFJALGARH),-525,525,0,,2077603
JV/MAR18/0304,C0017500,31/03/2018,GURU KRIPA TRADING CO. (KHATAULI),-263.04,263.04,0,,2077604
CRN/17-18/01380,C0001410,31/03/2018, FIXED SCHEME  C.F.K,-527500,527500,0,,2077650
CRN/17-18/01381,C0000600,31/03/2018, FIXED SCHEME C.F.K,-116400,116400,0,,2077671
CRN/17-18/01382,C0002100,31/03/2018, FIXED SCHEME  C.F.K,-57500,57500,0,,2077679
CRN/17-18/01383,C0017500,31/03/2018,"POOJA TRADERS (AFJALGARH) "" FIXED SCHEME "" C.F.K",-112800,112800,0,,2077701
CRN/17-18/01384,C0016410,31/03/2018, FIXED SCHEME  C.F.K,-42600,42600,0,,2077725
CRN/17-18/01385,C0014600,31/03/2018,"AVNISH TRADERS (CHANDPUR) "" FIXED SCHEME"" C.F.K",-109800,109800,0,,2077727
CRN/17-18/01386,C0001190,31/03/2018, FIXED SCHEME  C.F.K,-909300,909300,0,,2077735
CRN/17-18/01387,C0002800,31/03/2018, FIXED SCHEME  C.F.K,-273200,273200,0,,2077737
CRN/17-18/01388,C0014600,31/03/2018,"KANSAL TRADERS (MEERUTCAINT) "" FIXED SCHEME"" C.F.K",-34700,34700,0,,2077748
CRN/17-18/01389,C0016540,31/03/2018, FIXED SCHEME C.F.K,-456900,456900,0,,2077757
CRN/17-18/01390,C0009010,31/03/2018, FIXED SCHEME  C.F.K,-760300,760300,0,,2077776
CRN/17-18/01391,C0008940,31/03/2018, FIXED SCHEME  C.F.K,-140000,140000,0,,2077778
CRN/17-18/01392,C0014600,31/03/2018,"GARG AGENCIES (HASANPUR) "" FIXED SCHEME "" C.F.K",-30000,30000,0,,2077782
