DocId*,DistributorSynchid*,PostingDate*,Narration,Amount,crAmount,DrAmount,CompanyCode,Entry No_
CRN/17-18/01393,C0015540,31/03/2018, FIXED SCHEME  C.F.K,-167500,167500,0,,2077788
CRN/17-18/01394,C0013190,31/03/2018, FIXED SCHEME  C.F.K,-25000,25000,0,,2077790
CRN/17-18/01395,C0009430,31/03/2018, FIXED SCHEME  C.F.K,-57500,57500,0,,2077796
CRN/17-18/01396,C0017500,31/03/2018,"NITYA ENTERPRISES (NAGEENA) "" FIXED SCHEME""",-89800,89800,0,,2077798
CRN/17-18/01397,C0014600,31/03/2018,"ANAYA TRADERS (BISAULI) "" FIXED SCHEME "" C.F.K",-27500,27500,0,,2077800
CRN/17-18/01398,C0016330,31/03/2018, FIXED SCHEME C.F.K,-25000,25000,0,,2077802
SG-ST-18-01705,C0000650,01/05/2018,Invoice SG-ST-18-01772,143249,0,143249,,2077811
CRN/17-18/01399,C0000550,31/03/2018, FIXED SCHEME  C.F.K,-5000,5000,0,,2077813
CRN/17-18/01400,C0000180,31/03/2018, FIXED SCHEME  C.F.K,-128400,128400,0,,2077824
CRN/17-18/01401,C0002470,31/03/2018, FIXED SCHEME  C.F.K,-64100,64100,0,,2077826
CRN/17-18/01402,C0015600,31/03/2018, FIXED SCHEME  C.F.K,-15000,15000,0,,2077835
CRN/17-18/01403,C0017500,31/03/2018,"VIPIN KANT AGARWAL (BIJNAUR) "" FIXED SCHEME"" C.F.K",-43700,43700,0,,2077839
CRN/17-18/01404,C0016430,31/03/2018, FIXED SCHEME  C.F.K,-44600,44600,0,,2077851
CRN/17-18/01405,C0002060,31/03/2018, FIXED SCHEME  C.F.K,-23200,23200,0,,2077855
SG-ST-18-01706,C0000650,02/05/2018,Invoice SG-ST-18-01773,15720.43,0,15720.43,,2077860
SG-ST-18-01707,C0000650,02/05/2018,Invoice SG-ST-18-01774,5159.96,0,5159.96,,2077867
CRN/17-18/01406,C0016660,31/03/2018, FIXED SCHEME  C.F.K,-156600,156600,0,,2077896
CRN/17-18/01407,C0012200,31/03/2018, FIXED SCHEME  C.F.K,-706000,706000,0,,2077915
CRN/17-18/01408,C0008080,31/03/2018, FIXED SCHEME  C.F.K,-370600,370600,0,,2077922
CRN/17-18/01409,C0016090,31/03/2018, FIXED SCHEME  C.F.K,-56200,56200,0,,2077926
SG-SE-18-00449,C0000530,02/05/2018,Invoice SG-SE-18-00446,4165,0,4165,,2077999
SG-SE-18-00450,C0001400,02/05/2018,Invoice SG-SE-18-00447,7412.4,0,7412.4,,2078002
SG-SE-18-00451,C0015760,02/05/2018,Invoice SG-SE-18-00448,3685.2,0,3685.2,,2078007
SG-SE-18-00452,C0002610,02/05/2018,Invoice SG-SE-18-00450,42300,0,42300,,2078009
SG-SE-18-00453,C0000880,02/05/2018,Invoice SG-SE-18-00451,9310.5,0,9310.5,,2078011
SG-SE-18-00454,C0001590,02/05/2018,Invoice SG-SE-18-00452,8460,0,8460,,2078013
SG-ST-18-01708,C0014000,02/05/2018,Invoice SG-ST-18-01775,415662.29,0,415662.29,,2078022
SG-ST-18-01709,C0014000,02/05/2018,Invoice SG-ST-18-01776,23442.48,0,23442.48,,2078028
BRV-APR18-1269,C0001120,27/04/2018,KUMAR AND SONS,-185000,185000,0,,2078030
BRV-APR18-1270,C0002500,27/04/2018,SHREE GANPATI AGENCIES,-100000,100000,0,,2078032
BRV-APR18-1271,C0008920,27/04/2018,SHREE SHYAM TRACTORS,-421000,421000,0,,2078034
BRV-APR18-1272,C0002600,27/04/2018,SRI SHYAM TRADERS,-200000,200000,0,,2078036
BRV-APR18-1273,C0003880,27/04/2018,MANOJ TRADERS,-500000,500000,0,,2078038
BRV-APR18-1274,C0002480,27/04/2018,SITARAM AGENCIES,-650000,650000,0,,2078040
BRV-APR18-1275,C0003880,27/04/2018,MANOJ TRADERS,-250000,250000,0,,2078042
BRV-APR18-1276,C0002610,27/04/2018,STAR ENTERPRISES,-970000,970000,0,,2078044
BRV-APR18-1277,C0001220,28/04/2018,MAA SANKATA TRADING COMPANY,-201000,201000,0,,2078046
BRV-APR18-1278,G0000350,30/04/2018,SHRI HANS GENERAL STORE,-150000,150000,0,,2078048
BRV-APR18-1279,C0015380,30/04/2018,B.K.TRADERS,-200000,200000,0,,2078050
BRV-APR18-1280,C0015020,30/04/2018,anjali tr.-banmankhi,-100000,100000,0,,2078052
BRV-APR18-1281,C0015020,30/04/2018,jai hanuman-murliganj,-200000,200000,0,,2078054
BRV-APR18-1282,C0015020,30/04/2018,OM SHIV TRADERS,-800000,800000,0,,2078056
BRV-APR18-1283,C0006500,30/04/2018,SWARUP ENTERPRISES,-200000,200000,0,,2078058
BRV-APR18-1284,C0000880,30/04/2018,HARSHIT AGENCIES,-575000,575000,0,,2078060
CRN/17-18/01410,C0001330,31/03/2018, FIXED SCHEME  C.F.K,-643000,643000,0,,2078066
CRN/17-18/01411,C0000810,31/03/2018, FIXED SCHEME  C.F.K,-448100,448100,0,,2078068
CRN/17-18/01412,C0014490,31/03/2018, FIXED SCHEME  C.F.K,-403100,403100,0,,2078078
SG-ST-18-01710,C0013610,02/05/2018,Invoice SG-ST-18-01777,1394666.68,0,1394666.68,,2078081
SG-ST-18-01711,C0013610,02/05/2018,Invoice SG-ST-18-01778,257284.88,0,257284.88,,2078090
CRN/17-18/01413,C0002800,31/03/2018, FIXED SCHEME  C.F.K,-391900,391900,0,,2078096
CRN/17-18/01414,C0000310,31/03/2018, FIXED SCHEME  C.F.K,-248300,248300,0,,2078102
CRN/17-18/01415,C0015860,31/03/2018, FIXED SCHEME  C.F.K,-323900,323900,0,,2078112
SG-ST-18-01712,C0000740,02/05/2018,Invoice SG-ST-18-01779,1192677.56,0,1192677.56,,2078121
CRN/17-18/01416,C0009660,31/03/2018, FIXED SCHEME  C.F.K,-208400,208400,0,,2078127
SG-ST-18-01713,C0000740,02/05/2018,Invoice SG-ST-18-01780,154253.34,0,154253.34,,2078137
CRN/17-18/01417,C0008870,31/03/2018, FIXED SCHEME  C.F.K,-191198,191198,0,,2078143
CRN/17-18/01418,C0009840,31/03/2018, FIXED SCHEME  C.F.K,-185000,185000,0,,2078145
SG-ST-18-01716,C0002310,02/05/2018,Invoice SG-ST-18-01783,1288356.92,0,1288356.92,,2078230
CRN/17-18/01419,C0013150,31/03/2018, FIXED SCHEME  C.F.K,-166900,166900,0,,2078232
CRN/17-18/01420,C0016290,31/03/2018, FIXED SCHEME  C.F.K,-75400,75400,0,,2078239
CRN/17-18/01421,C0008400,31/03/2018, FIXED SCHEME  C.F.K,-50900,50900,0,,2078247
CRN/17-18/01422,C0002160,31/03/2018, FIXED SCHEME  C.F.K,-42500,42500,0,,2078249
CRN/17-18/01423,C0002400,31/03/2018, FIXED SCHEME  C.F.K,-40000,40000,0,,2078260
CRN/17-18/01424,C0002230,31/03/2018, FIXED SCHEME  C.F.K,-20000,20000,0,,2078264
CRN/17-18/01425,C0002230,31/03/2018,"(BHOGAON) "" FIXED SCHEME "" C.F.K ",-20000,20000,0,,2078278
CRN/17-18/01426,C0015470,31/03/2018,"VISHAL AND BROTHERS (SHIKOHABAD) "" FIXED SCHEME """,-19400,19400,0,,2078307
CRN/17-18/01427,C0002400,31/03/2018, FIXED SCHEME  C.F.K,-17500,17500,0,,2078319
CRN/17-18/01428,C0000260,31/03/2018, FIXED SCHEME  C.F.K,-10000,10000,0,,2078333
CRN/17-18/01429,C0001140,31/03/2018, FIXED SCHEME  C.F.K,-10000,10000,0,,2078406
BRV-MAY18-0001,G0000150,01/05/2018,DOON MARKETING,-350000,350000,0,,2078408
BRV-MAY18-0002,C0013280,01/05/2018,SHREE BISNU TRADERS,-200000,200000,0,,2078410
BRV-MAY18-0003,C0000550,01/05/2018,CHAURASIYA BROTHERS,-400000,400000,0,,2078413
BRV-MAY18-0004,C0000710,01/05/2018,GAURAV ENTERPRISES,-1000000,1000000,0,,2078415
BRV-MAY18-0005,C0001860,01/05/2018,RAHUL TRADERS,-100000,100000,0,,2078417
BRV-MAY18-0006,C0001860,01/05/2018,RAHUL TRADERS,-101000,101000,0,,2078419
BRV-MAY18-0007,C0002410,01/05/2018,SHRI RANISATI AGENCIES,-350000,350000,0,,2078421
BRV-MAY18-0008,C0000510,01/05/2018,BIHARI LAL SHIV KUMAR,-500000,500000,0,,2078423
BRV-MAY18-0009,C0017240,01/05/2018,SHRI GOPAL JI ENTERPRISES,-130000,130000,0,,2078425
BRV-MAY18-0010,C0015070,01/05/2018,KULDEEP AGENCY,-100000,100000,0,,2078427
BRV-MAY18-0011,C0000530,01/05/2018,BRIJENDRA AGENCIES,-300000,300000,0,,2078429
BRV-MAY18-0012,C0014020,01/05/2018,JAIN AGENCIES,-100000,100000,0,,2078431
BRV-MAY18-0013,C0002230,01/05/2018,SANJAY AGENCIES,-250000,250000,0,,2078433
BRV-MAY18-0014,C0001920,01/05/2018,RAJARAM MATHURA PRASAD,-200000,200000,0,,2078435
BRV-MAY18-0015,C0001410,01/05/2018,MITHLESH KUMAR GUPTA,-650000,650000,0,,2078437
BRV-MAY18-0016,C0000260,01/05/2018,ANIL KUMAR GUPTA,-300000,300000,0,,2078439
BRV-MAY18-0017,C0016980,01/05/2018,LAVKUSH TRADERS,-300000,300000,0,,2078441
BRV-MAY18-0018,C0002610,01/05/2018,STAR ENTERPRISES,-950000,950000,0,,2078443
BRV-MAY18-0019,C0008690,01/05/2018,KHALSA AGENCIES,-150000,150000,0,,2078445
BRV-MAY18-0020,C0008840,01/05/2018,MADHU TRADERS,-150000,150000,0,,2078447
BRV-MAY18-0021,G0000520,01/05/2018,NEGI AGENCY & GENERAL STORE,-100000,100000,0,,2078449
BRV-MAY18-0022,C0000230,01/05/2018,AMAR AGENCIES,-975000,975000,0,,2078451
BRV-MAY18-0023,C0013090,01/05/2018,GARG SALES AGENCY,-500000,500000,0,,2078453
BRV-MAY18-0025,C0001200,01/05/2018,MAA APRAJITA TRADING CO.,-180000,180000,0,,2078458
BRV-MAY18-0026,C0001570,01/05/2018,NEERAJ AND COMPANY,-500000,500000,0,,2078460
BRV-MAY18-0027,C0014460,01/05/2018,DAY TO DAY COMPLEX,-100000,100000,0,,2078462
BRV-MAY18-0028,C0011740,01/05/2018,S.K.TRADING CO.,-230000,230000,0,,2078464
BRV-MAY18-0029,C0016580,01/05/2018,KAVYA ENTERPRISES,-250000,250000,0,,2078466
SG-SE-18-00455,C0000840,02/05/2018,Invoice SG-SE-18-00457,3527.5,0,3527.5,,2078525
SG-SE-18-00456,C0017240,02/05/2018,Invoice SG-SE-18-00458,1822.1,0,1822.1,,2078528
SG-SE-18-00457,C0013580,02/05/2018,Invoice SG-SE-18-00459,3588.2,0,3588.2,,2078535
SG-SE-18-00458,C0014470,02/05/2018,Invoice SG-SE-18-00460,5586.3,0,5586.3,,2078549
WG-ST-18-0131,G0000150,02/05/2018,Invoice SG-SE-18-00455,5586.3,0,5586.3,,2078551
SG-ST-18-01723,C0014600,02/05/2018,Invoice SG-ST-18-01672,1191969.82,0,1191969.82,,2078555
SG-ST-18-01724,C0014600,02/05/2018,Invoice SG-ST-18-01789,215032.52,0,215032.52,,2078561
SG-SCM-18-0007,G0000150,02/05/2018,Credit Memo SCM/18-19/0006,-5586.3,5586.3,0,,2078563
SG-SE-18-00459,G0000150,02/05/2018,Invoice SG-SE-18-00462,5586.3,0,5586.3,,2078569
SG-SE-18-00460,C0001890,02/05/2018,Invoice SG-SE-18-00461,9090.5,0,9090.5,,2078586
SG-ST-18-01725,C0014360,02/05/2018,Invoice SG-ST-18-01794,140693.19,0,140693.19,,2078603
SG-ST-18-01726,C0014360,02/05/2018,Invoice SG-ST-18-01795,5104.12,0,5104.12,,2078609
SG-ST-18-01727,G0000150,02/05/2018,Invoice SG-ST-18-01689,516084.01,0,516084.01,,2078612
SG-ST-18-01728,G0000150,02/05/2018,Invoice SG-ST-18-01796,4873.4,0,4873.4,,2078616
SG-ST-18-01729,C0009920,02/05/2018,Invoice SG-ST-18-01736,134699.48,0,134699.48,,2078625
SG-ST-18-01730,C0009920,02/05/2018,Invoice SG-ST-18-01797,1723.91,0,1723.91,,2078630
SG-ST-18-01731,C0001480,02/05/2018,Invoice SG-ST-18-01791,180250.03,0,180250.03,,2078637
SG-ST-18-01732,C0001480,02/05/2018,Invoice SG-ST-18-01793,32003.84,0,32003.84,,2078646
BRV-MAY18-0030,C0000840,01/05/2018,GUPTA TRADERS,-2800000,2800000,0,,2078648
BRV-MAY18-0031,C0017780,01/05/2018,SHARDA TRADERS,-100000,100000,0,,2078650
BRV-MAY18-0032,C0002570,01/05/2018,SRI RAM BHANDAR,-400000,400000,0,,2078652
BRV-MAY18-0033,C0001300,01/05/2018,MAHESH PRASAD SAHU AND COMPANY,-300000,300000,0,,2078654
BRV-MAY18-0034,C0002550,01/05/2018,SRI MANGLA AND COMPANY,-200000,200000,0,,2078656
BRV-MAY18-0036,C0000200,01/05/2018,AKASH TRADERS,-1000000,1000000,0,,2078660
BRV-MAY18-0037,C0016630,01/05/2018,SURESH CHANDRA GUPTA TRADERS,-200000,200000,0,,2078662
BRV-MAY18-0038,C0012010,01/05/2018,OM AGENCY,-300029,300029,0,,2078664
BRV-MAY18-0039,C0013690,01/05/2018,MANNU ENTERPRISES,-1000000,1000000,0,,2078666
BRV-MAY18-0040,C0015490,01/05/2018,AYUSH AGENCIES,-110000,110000,0,,2078668
BRV-MAY18-0041,C0014470,01/05/2018,ANKUR TRADERS,-800000,800000,0,,2078670
BRV-MAY18-0042,G0000370,01/05/2018,SRI BALAJEE AGENCIES,-240317,240317,0,,2078672
BRV-MAY18-0043,C0015170,01/05/2018,RATAN TRADERS,-1100000,1100000,0,,2078674
BRV-MAY18-0044,C0012850,01/05/2018,NARAYANI STORES,-600000,600000,0,,2078676
BRV-MAY18-0045,G0000760,01/05/2018,SHUBHAM TRADERS,-200000,200000,0,,2078678
BRV-MAY18-0046,C0002790,01/05/2018,VIKAS AND BROTHERS,-350000,350000,0,,2078680
BRV-MAY18-0047,C0001590,01/05/2018,NEERAJ TRADING CO.,-990000,990000,0,,2078682
BRV-MAY18-0048,C0014360,01/05/2018,SHUBHAM AGENCY,-150000,150000,0,,2078684
BRV-MAY18-0049,C0002320,01/05/2018,SHAD TRADING CO.,-400000,400000,0,,2078686
BRV-MAY18-0050,C0017330,01/05/2018,JAISWAL KIRANA MARCHANT,-150000,150000,0,,2078688
BRV-MAY18-0051,C0013850,01/05/2018,MAA SHARDA TRADERS,-100000,100000,0,,2078690
BRV-MAY18-0052,C0011980,01/05/2018,RAM PROVISION STORE,-200000,200000,0,,2078692
BRV-MAY18-0053,C0014000,01/05/2018,MRADUL AGENCY ,-700000,700000,0,,2078694
BRV-MAY18-0054,C0000340,01/05/2018,ASHA TRADERS,-450000,450000,0,,2078696
BRV-MAY18-0055,C0015030,01/05/2018,BALRAM AGENCIES,-900000,900000,0,,2078698
BRV-MAY18-0056,C0008330,01/05/2018,KHANNA AGENCIES,-100000,100000,0,,2078700
BRV-MAY18-0057,C0013200,01/05/2018,SHUBHAM ENTERPRISES,-900000,900000,0,,2078702
BRV-MAY18-0058,C0009740,01/05/2018,BARANWAL TRADERS,-200000,200000,0,,2078704
BRV-MAY18-0059,C0016070,01/05/2018,HARSH TRADERS,-100000,100000,0,,2078706
BRV-MAY18-0060,G0000620,01/05/2018,DURGA AGENCIES,-40000,40000,0,,2078708
BRV-MAY18-0061,C0001370,01/05/2018,MANU FOOD PRODUCTS (P) LTD,-1000000,1000000,0,,2078710
BRV-MAY18-0062,C0001050,01/05/2018,KESARWANI AGENCIES,-1141376,1141376,0,,2078712
BRV-MAY18-0063,C0001730,01/05/2018,POOJA GENRAL STORE,-650000,650000,0,,2078714
BRV-MAY18-0064,C0000150,01/05/2018,AGARWAL TRADING CO.,-2000000,2000000,0,,2078716
BRV-MAY18-0065,C0000310,01/05/2018,ANUP AGENCIES,-200000,200000,0,,2078718
SG-ST-18-01733,G0000230,02/05/2018,Invoice SG-ST-18-01694,23824.64,0,23824.64,,2078722
SG-ST-18-01734,G0000230,02/05/2018,Invoice SG-ST-18-01798,729751.94,0,729751.94,,2078725
BRV-MAY18-0066,C0015410,01/05/2018,SHREE BALA JI TRADERS,-300000,300000,0,,2078727
BRV-MAY18-0067,G0000320,01/05/2018,PURWAR AGENCIES,-101827,101827,0,,2078729
BRV-MAY18-0068,C0002400,01/05/2018,SHREYA TRADERS,-250000,250000,0,,2078731
BRV-MAY18-0069,C0001480,01/05/2018,MOHIT AGENCIES,-200000,200000,0,,2078733
BRV-MAY18-0070,C0016710,01/05/2018,M.K.TRADERS,-200000,200000,0,,2078735
BRV-MAY18-0071,C0009530,01/05/2018,RAHUL TRADERS,-200000,200000,0,,2078737
BRV-MAY18-0072,C0010860,01/05/2018,THE MAHALAKSHMI ENTERPRISES,-1000000,1000000,0,,2078739
BRV-MAY18-0073,C0001980,01/05/2018,RAM MOHAN AND SONS,-200000,200000,0,,2078741
BRV-MAY18-0074,C0008170,01/05/2018,VINOD KUMAR AGARWAL,-100000,100000,0,,2078743
BRV-MAY18-0075,C0017540,01/05/2018,GOVIND JEE AGENCIES ,-500000,500000,0,,2078745
BRV-MAY18-0076,C0011240,01/05/2018,KHETAN AGENCIES,-500000,500000,0,,2078747
BRV-MAY18-0077,G0000230,01/05/2018,LALA D.NANDAN N.KISHORE AGENCIES,-400000,400000,0,,2078749
BRV-MAY18-0078,C0016940,01/05/2018,KRISHNA AGENCIES,-135000,135000,0,,2078751
BRV-MAY18-0079,C0014160,01/05/2018,BALA JI ENTERPRISES,-350000,350000,0,,2078753
SG-ST-18-01735,C0001140,02/05/2018,Invoice SG-ST-18-01800,6703.2,0,6703.2,,2078757
BRV-MAY18-0080,C0000190,01/05/2018,AJAY KUMAR VIJAY KUMAR,-300000,300000,0,,2078763
BRV-MAY18-0081,C0013940,01/05/2018,RUDRA SALES,-500000,500000,0,,2078765
BRV-MAY18-0082,G0000790,01/05/2018,KRIPALU AGENCIES,-200000,200000,0,,2078767
BRV-MAY18-0083,C0017770,01/05/2018,RAM NATH GUPTA AGENCY,-250000,250000,0,,2078769
BRV-MAY18-0084,C0002610,01/05/2018,STAR ENTERPRISES,-950000,950000,0,,2078771
BRV-MAY18-0085,C0015360,01/05/2018,SHYAM ENTERPRISES,-170000,170000,0,,2078773
BRV-MAY18-0086,C0017260,01/05/2018,GUPTA TRADING COMPANY ,-100000,100000,0,,2078775
BRV-MAY18-0087,C0008340,01/05/2018,SHREE KAMTA NATH TRADERS,-360000,360000,0,,2078777
BRV-MAY18-0088,C0013530,01/05/2018,RAJ KISHOR KIRANA STORES,-350000,350000,0,,2078779
BRV-MAY18-0089,C0014180,01/05/2018,NARESH TRADING COMPANY ,-130000,130000,0,,2078781
BRV-MAY18-0090,C0008100,01/05/2018,SHYAM TRADING COMPANY,-250000,250000,0,,2078783
BRV-MAY18-0091,C0008020,01/05/2018,ANURAG STORE,-400000,400000,0,,2078785
BRV-MAY18-0092,C0000680,01/05/2018,GARG AGENCIES,-150000,150000,0,,2078787
BRV-MAY18-0094,C0013410,01/05/2018,SIDDHARTH AGENCIES,-400000,400000,0,,2078791
BRV-MAY18-0095,C0016340,01/05/2018,SHYAM AGENCY,-120000,120000,0,,2078793
BRV-MAY18-0096,C0001220,01/05/2018,MAA SANKATA TRADING COMPANY,-87000,87000,0,,2078795
BRV-MAY18-0097,C0016790,01/05/2018,SANGEETA SINGH ENTERPRISES,-40000,40000,0,,2078797
SG-ST-18-01736,G0000070,02/05/2018,Invoice SG-ST-18-01701,46901.61,0,46901.61,,2078803
SG-ST-18-01737,C0013620,02/05/2018,Invoice SG-ST-18-01801,24437.39,0,24437.39,,2078806
SG-ST-18-01738,G0000070,02/05/2018,Invoice SG-ST-18-01799,547747.46,0,547747.46,,2078819
SG-ST-18-01739,G0000080,02/05/2018,Invoice SG-ST-18-01703,40617.4,0,40617.4,,2078842
SG-ST-18-01740,G0000080,02/05/2018,Invoice SG-ST-18-01803,340829.83,0,340829.83,,2078847
SG-ST-18-01741,C0013620,02/05/2018,Invoice SG-ST-18-01802,595017.48,0,595017.48,,2078920
SG-ST-18-01742,C0002750,02/05/2018,Invoice SG-ST-18-01804,18308.34,0,18308.34,,2079015
SG-ST-18-01743,C0002750,02/05/2018,Invoice SG-ST-18-01805,291028.04,0,291028.04,,2079020
SG-ST-18-01744,C0009780,02/05/2018,Invoice SG-ST-18-01807,345667.97,0,345667.97,,2079065
SG-ST-18-01745,C0009780,02/05/2018,Invoice SG-ST-18-01806,15192.9,0,15192.9,,2079075
SG-ST-18-01746,C0015650,02/05/2018,Invoice SG-ST-18-01745,33362.32,0,33362.32,,2079089
SG-ST-18-01747,C0000100,02/05/2018,Invoice SG-ST-18-01808,29771.98,0,29771.98,,2079099
SG-ST-18-01748,C0002790,02/05/2018,Invoice SG-ST-18-01746,361079.07,0,361079.07,,2079113
SG-ST-18-01749,C0002790,02/05/2018,Invoice SG-ST-18-01810,26047.33,0,26047.33,,2079121
SG-ST-18-01750,C0000100,02/05/2018,Invoice SG-ST-18-01809,456099.63,0,456099.63,,2079126
SG-ST-18-01751,C0000290,02/05/2018,Invoice SG-ST-18-01812,679326.48,0,679326.48,,2079140
SG-ST-18-01752,C0000290,02/05/2018,Invoice SG-ST-18-01811,254172.01,0,254172.01,,2079144
SG-ST-18-01754,C0017540,02/05/2018,Invoice SG-ST-18-01815,823733,0,823733,,2079154
SG-ST-18-01753,C0002480,02/05/2018,Invoice SG-ST-18-01660,2660900.01,0,2660900.01,,2079159
SG-SCM-18-0008,C0001480,02/05/2018,Credit Memo SCM/18-19/0007,-180250.03,180250.03,0,,2079164
SG-ST-18-01755,C0017540,02/05/2018,Invoice SG-ST-18-01814,385570.01,0,385570.01,,2079168
SG-ST-18-01756,C0002480,02/05/2018,Invoice SG-ST-18-01813,10757.6,0,10757.6,,2079172
SG-ST-18-01757,C0001480,03/05/2018,Invoice SG-ST-18-01819,180249.05,0,180249.05,,2079185
SG-ST-18-01758,C0001190,02/05/2018,Invoice SG-ST-18-01820,477985.85,0,477985.85,,2079210
SG-ST-18-01759,C0001190,02/05/2018,Invoice SG-ST-18-01821,84848.88,0,84848.88,,2079216
SG-ST-18-01760,C0000530,02/05/2018,Invoice SG-ST-18-01823,466005.43,0,466005.43,,2079221
SG-ST-18-01761,C0000530,02/05/2018,Invoice SG-ST-18-01822,167133.8,0,167133.8,,2079227
SG-ST-18-01762,C0002080,02/05/2018,Invoice SG-ST-18-01824,8195.31,0,8195.31,,2079231
SG-ST-18-01763,C0014470,02/05/2018,Invoice SG-ST-18-01825,10688.58,0,10688.58,,2079235
SG-ST-18-01764,C0002550,02/05/2018,Invoice SG-ST-18-01727,29937.88,0,29937.88,,2079246
SG-ST-18-01765,C0014470,02/05/2018,Invoice SG-ST-18-01826,728510.85,0,728510.85,,2079250
SG-ST-18-01766,C0002550,02/05/2018,Invoice SG-ST-18-01827,259696.41,0,259696.41,,2079255
SG-ST-18-01767,C0008830,02/05/2018,Invoice SG-ST-18-01829,248075.98,0,248075.98,,2079259
SG-ST-18-01768,C0002060,02/05/2018,Invoice SG-ST-18-01490,466379.48,0,466379.48,,2079264
SG-ST-18-01769,C0001920,02/05/2018,Invoice SG-ST-18-01830,1508.83,0,1508.83,,2079269
SG-ST-18-01770,C0001920,02/05/2018,Invoice SG-ST-18-01831,147669.19,0,147669.19,,2079273
SG-ST-18-01771,C0001770,02/05/2018,Invoice SG-ST-18-01832,727.78,0,727.78,,2079277
SG-ST-18-01772,C0001770,02/05/2018,Invoice SG-ST-18-01833,295930.34,0,295930.34,,2079286
SG-ST-18-01773,C0007730,02/05/2018,Invoice SG-ST-18-01818,1021442.75,0,1021442.75,,2079289
SG-ST-18-01774,C0007730,02/05/2018,Invoice SG-ST-18-01828,193206.92,0,193206.92,,2079293
SG-SE-18-00461,C0007730,02/05/2018,Invoice SG-SE-18-00463,327276,0,327276,,2079295
SG-ST-18-01775,G0000320,03/05/2018,Invoice SG-ST-18-01687,304039.63,0,304039.63,,2079552
SG-ST-18-01776,G0000320,03/05/2018,Invoice SG-ST-18-01834,26330.46,0,26330.46,,2079557
SG-ST-18-01777,G0000120,03/05/2018,Invoice SG-ST-18-01699,559297.19,0,559297.19,,2079560
SG-ST-18-01778,G0000120,03/05/2018,Invoice SG-ST-18-01835,2162.16,0,2162.16,,2079563
SG-ST-18-01779,G0000760,03/05/2018,Invoice SG-ST-18-01765,67246.67,0,67246.67,,2079576
SG-ST-18-01780,C0001570,03/05/2018,Invoice SG-ST-18-01836,377432.16,0,377432.16,,2079661
SG-ST-18-01781,C0015730,03/05/2018,Invoice SG-ST-18-01837,5228.9,0,5228.9,,2079672
SG-ST-18-01782,C0015730,03/05/2018,Invoice SG-ST-18-01838,162405.74,0,162405.74,,2079687
SG-ST-18-01783,C0002500,03/05/2018,Invoice SG-ST-18-01839,1103.95,0,1103.95,,2079695
SG-ST-18-01784,C0002500,03/05/2018,Invoice SG-ST-18-01840,111075.57,0,111075.57,,2079705
SG-ST-18-01785,C0002800,03/05/2018,Invoice SG-ST-18-01841,1131.2,0,1131.2,,2079709
SG-ST-18-01786,C0002800,03/05/2018,Invoice SG-ST-18-01842,124745.7,0,124745.7,,2079717
SG-ST-18-01788,C0002610,03/05/2018,Invoice SG-ST-18-01849,538202.52,0,538202.52,,2079935
SG-ST-18-01791,C0009610,03/05/2018,Invoice SG-ST-18-01844,21884,0,21884,,2079951
SG-ST-18-01792,C0009610,03/05/2018,Invoice SG-ST-18-01850,201699.62,0,201699.62,,2079956
SG-ST-18-01793,C0013750,03/05/2018,Invoice SG-ST-18-01846,507764.11,0,507764.11,,2079975
SG-ST-18-01794,C0013750,03/05/2018,Invoice SG-ST-18-01852,71951.85,0,71951.85,,2079981
SG-ST-18-01795,C0000260,03/05/2018,Invoice SG-ST-18-01853,45845.22,0,45845.22,,2079987
SG-ST-18-01796,C0000260,03/05/2018,Invoice SG-ST-18-01854,226060.72,0,226060.72,,2079992
SG-SE-18-00462,C0008330,03/05/2018,Invoice SG-SE-18-00464,14199,0,14199,,2080031
SG-ST-18-01797,C0008330,03/05/2018,Invoice SG-ST-18-01855,57421.99,0,57421.99,,2080042
SG-ST-18-01798,C0008330,03/05/2018,Invoice SG-ST-18-01856,10434.48,0,10434.48,,2080047
WG-ST-18-0134,C0002410,03/05/2018,Invoice WG-ST-18-0134,97701.5,0,97701.5,,2080073
WG-ST-18-0135,C0014160,03/05/2018,Invoice WG-ST-18-0135,98437.5,0,98437.5,,2080083
WG-ST-18-0136,C0000730,03/05/2018,Invoice WG-ST-18-0136,97731.5,0,97731.5,,2080094
WG-ST-18-0137,C0015760,03/05/2018,Invoice WG-ST-18-0137,48713.76,0,48713.76,,2080099
SG-ST-18-01799,C0002300,03/05/2018,Invoice SG-ST-18-01857,763726.35,0,763726.35,,2080103
WG-ST-18-0138,C0015480,03/05/2018,Invoice WG-ST-18-0138,98437.5,0,98437.5,,2080112
SG-ST-18-01801,C0002300,03/05/2018,Invoice SG-ST-18-01858,66953.38,0,66953.38,,2080119
SG-ST-18-01803,C0000680,03/05/2018,Invoice SG-ST-18-01860,98605.84,0,98605.84,,2080138
SG-ST-18-01804,C0000680,03/05/2018,Invoice SG-ST-18-01862,5656,0,5656,,2080142
WG-ST-18-0139,C0016750,03/05/2018,Invoice WG-ST-18-0139,48723.76,0,48723.76,,2080147
SG-ST-18-01807,C0009540,03/05/2018,Invoice SG-ST-18-01845,150860.24,0,150860.24,,2080176
SG-ST-18-01810,C0000340,03/05/2018,Invoice SG-ST-18-01847,526054.81,0,526054.81,,2080217
